lang	text	created_at	coordinates.type	coordinates.coordinates.0	coordinates.coordinates.1	timestamp_ms	language_detections.0.confidence	source	place.country_code	place.url	place.country	place.place_type	place.bounding_box.type	place.bounding_box.coordinates.0.0.0	place.bounding_box.coordinates.0.0.1	place.bounding_box.coordinates.0.1.0	place.bounding_box.coordinates.0.1.1	place.bounding_box.coordinates.0.2.0	place.bounding_box.coordinates.0.2.1	place.bounding_box.coordinates.0.3.0	place.bounding_box.coordinates.0.3.1	place.full_name	place.name	id	user.lang	user.statuses_count	user.description	user.friends_count	user.url	user.time_zone	user.name	user.followers_count	user.screen_name	user.location	user.location_geocoding.type	user.location_geocoding.coordinates.0	user.location_geocoding.coordinates.1	user.favourites_count	user.geo_enabled	user.id	user.listed_count
und	@MikeH0llister 😊😂😘	Sun May 15 18:46:06 +0000 2016				1463337966512	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/544762ebf7fda780.json	United Kingdom	city	Polygon	-0.142058	51.518552	-0.142058	51.575301	-0.076305	51.575301	-0.076305	51.518552	Islington, London	Islington	731918596750880770	en	59069	You aren't too bright, are you? I like that in a man.	495		London	Hipster Hannah	2410	SweetAFCJane	Up The Arsenal	Point	0	0	14341	true	28184877	41
es	Apa, con una amarillita la arreglamos nomás? #futbolx180	Sun May 15 19:14:10 +0000 2016				1463339650691	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json	United Kingdom	admin	Polygon	-6.365194	49.882531	-6.365194	55.811649	1.768926	55.811649	1.768926	49.882531	Inglaterra, Reino Unido	Inglaterra	731925660709588993	es	8552	A la espera de su carta a Hogwarts, se entretiene como politólogo, analizando juegos de tronos en Poniente y coyunturas electorales de La Comarca. @Tedigolaotra	478			Tyrion	483	casadehobbit	Tierra Media e Invernalia	Point	0	0	5029	true	2435922505	8
und	Formes úniques de continuïtat en l'espai @ Tate Mordern Gallery https://t.co/0suQzSSnmF	Sun May 15 20:22:33 +0000 2016	Point	-0.09982328	51.50716575	1463343753112	6.02	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	GB	https://api.twitter.com/1.1/geo/id/7f55e839e1715da2.json	United Kingdom	city	Polygon	-0.111476	51.419425	-0.111476	51.509947	-0.029731	51.509947	-0.029731	51.419425	Camberwell, London	Camberwell	731942867510394880	es	56366	Don't be what the world wants you to be.	703	http://instagram.com/juditchica	Amsterdam	Jud	1364	juditchica	Costa Brava, Spain	Point	3.0175712	42.2755267	5886	true	246327966	6
en	Rah Giroud 👏	Sun May 15 22:07:20 +0000 2016				1463350040172	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/5d838f7a011f4a2d.json	United Kingdom	admin	Polygon	-0.510365	51.286702	-0.510365	51.691824	0.334043	51.691824	0.334043	51.286702	London, England	London	731969237351301123	en	12974	Love. Life. Arsenal.	370		London	One Punch Man	207	Davinder_D_B	"London "	Point	-0.1276473	51.5073219	1137	true	439377092	3
en	Giroud hat-trick 🙃	Sun May 15 22:07:57 +0000 2016				1463350077234	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/58f909abfd95e133.json	United Kingdom	city	Polygon	-0.074547	51.414087	-0.074547	51.494127	0.038567	51.494127	0.038567	51.414087	Lewisham, London	Lewisham	731969392800612353	en	78236	Instagram & Snapchat | KingLamz	1084	http://arsenal.com	London	Young Renzel	2083	TheRealLamz	South London | West Midlands	Point	-102.168372	32.045283	1496	true	133344351	12
und	@fatamypost @Phoebzz_ @ellaacullen	Mon May 16 05:36:00 +0000 2016				1463376960957	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/29ac72e481808450.json	United Kingdom	city	Polygon	-0.660061	51.490484	-0.660061	51.538905	-0.525138	51.538905	-0.525138	51.490484	Slough, South East	Slough	732082151307522048	en	9231	18 // Lowering expectations since '98 // sc: JennieGrimmett	2027	http://itsamountainparadise.tumblr.com	London	Jenaay frm the block	348	JennieGrimmett	Berkshire, England	Point	-1.1853677	51.4669939	1456	true	191860655	12
lt	11 graus 🌞	Mon May 16 06:42:18 +0000 2016				1463380938151	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/6a779d5cb7e570e8.json	United Kingdom	city	Polygon	0.435659	51.698636	0.435659	51.78115	0.521299	51.78115	0.521299	51.698636	Chelmsford, East	Chelmsford	732098832868200448	en	51161	•Margem sul • living in london ✨ 16y sanpchat-cleopatra_12 •Psicologicamente em Portugal fisicamente em Londres ✈ 08-03-2016 ❤️	732			•Blondie Angel• 61✈️	717	catarinaaconst1	London, England	Point	-0.1276473	51.5073219	6513	true	2710072024	4
und	@veganmonkey @veganoo try :)	Mon May 16 07:33:43 +0000 2016				1463384023389	4.26	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/544762ebf7fda780.json	United Kingdom	city	Polygon	-0.142058	51.518552	-0.142058	51.575301	-0.076305	51.575301	-0.076305	51.518552	Islington, London	Islington	732111773294333953	en	2349	Screw coconuts, drink water from trees @wholefoods,@Selfridges, @waitrose, @PlanetOrganicuk, @Ocado, @vitalsaladbar & other great stores! #treewater	1811	http://bit.ly/1KziYre		Sibberi Tree Water	3462	Sibberi	A wild forest	Point	-85.7724315	43.8906766	5720	true	2873158235	58
und	Hi @shellbell0124 ☺✌🤘	Mon May 16 11:18:41 +0000 2016				1463397521170	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/08be9e4ebe3d037d.json	United Kingdom	city	Polygon	-0.080028	51.48432	-0.080028	51.545341	0.009989	51.545341	0.009989	51.48432	Poplar, London	Poplar	732168387091169280	en	29322	I am  a free Spirit. Love United States, tv shows, traveling, IT, Im TEAM #STILLforever / #CAPTAINSWAN //TEAM #KLAMILLE/ #CHLONAN TEAM #BENGIE at FallingSkies	994		Casablanca	LeahPipeIsMyFavorite	764	LarkinBelle	UK	Point	-3.2765752	54.7023545	17265	true	308279712	40
und	"#iwantmendes"	Mon May 16 12:14:59 +0000 2016				1463400899034	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182554879610882	en-gb	7551	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes xxx"	Mon May 16 12:15:21 +0000 2016				1463400921891	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182650748850176	en-gb	7553	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes xxxx"	Mon May 16 12:15:31 +0000 2016				1463400931917	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182692800892929	en-gb	7554	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes xxxxxxxxxx"	Mon May 16 12:15:39 +0000 2016				1463400939582	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182724950278144	en-gb	7555	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes Hiii"	Mon May 16 12:16:03 +0000 2016				1463400963561	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182825525510146	en-gb	7557	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes 🍋"	Mon May 16 12:16:15 +0000 2016				1463400975757	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182876679180288	en-gb	7559	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes 🍋😂"	Mon May 16 12:16:22 +0000 2016				1463400982230	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182903828910080	en-gb	7560	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes 🛤😀"	Mon May 16 12:16:28 +0000 2016				1463400988194	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182928843808769	en-gb	7561	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
und	"#iwantmendes 🤓"	Mon May 16 12:16:38 +0000 2016				1463400998377	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1bfd34ea190a59c2.json	United Kingdom	city	Polygon	-0.253407	51.269527	-0.253407	51.336645	-0.155273	51.336645	-0.155273	51.269527	Banstead, South East	Banstead	732182971554381824	en-gb	7562	Do what you want, be enthusiastic about what you wanna do and somewhere out there, there is a pancake for you ~ Dan Howell xx	2049		London	Em	1428	dancingsugg	"London, UK "	Point	-0.1277583	51.5073509	10041	true	2739095001	6
es	Gilipollas por aquí. Gilipollas por ahí	Tue May 17 01:20:50 +0000 2016				1463448050431	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, London	City of London	732380322172637185	en-gb	36680	And if you're taking a walk through the garden of life\nWhat do you think you'd expect you would see? / Koala Rawr	526	http://arkestone.tumblr.com/	Madrid	Jêzaig	540	HonestyInDeath	London, England	Point	-0.1276473	51.5073219	20254	true	538475636	5
und	@EylureOfficial #MetGala	Mon May 16 13:50:08 +0000 2016				1463406608251	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/1c37515518593fe3.json	United Kingdom	city	Polygon	-0.39216	51.391383	-0.39216	51.489646	-0.221832	51.489646	-0.221832	51.391383	Richmond, London	Richmond	732206501071355904	en	126922	"#wife & #mummy 2 my beautiful dd Annalise who has #Autism love #shopping #fashion #wine #tea #movies #comps #fun #travelling #baking #cooking & everything else"	4912	http://www.autism.org.uk/?gclid=CJbN8ZruxsgCFROdGwodmPwB9w	Amsterdam	jane chadwick	1884	jane1346	Stockport, England	Point	-2.1575332	53.41063159999999	45642	true	327317638	191
fr	@guanoman Excccellent...	Mon May 16 14:53:00 +0000 2016				1463410380057	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/06168d1feda43857.json	United Kingdom	admin	Polygon	-1.957296	50.574606	-1.957296	52.196285	1.451788	52.196285	1.451788	50.574606	South East, England	South East	732222321172332544	en	31454	The unavoidable, six-winged god of llamas, and last of the dragons.  Many Bothans died to bring you these tweets.	657		London	Llama God	760	TheLlamaGod	The Dark Lands beyond the Wall	Point	0	0	6243	true	74191443	30
pt	MarquisDeSadeVEVO	Mon May 16 17:07:38 +0000 2016				1463418458646	3.98	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/06b9691f34c91d1c.json	United Kingdom	city	Polygon	-0.170246	51.564585	-0.170246	51.611218	-0.034078	51.611218	-0.034078	51.564585	Tottenham, London	Tottenham	732256205230489600	en	67798	huge if true	547	http://reiyashi.com	London	emi	8435	reiyashi	London	Point	-0.1276473	51.5073219	12077	true	2325642480	15
und	@c0llisions @gemisnursey 💔💔💔	Mon May 16 17:14:46 +0000 2016				1463418886684	3.56	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/26b0db32cfda0432.json	United Kingdom	city	Polygon	-0.06111	51.549969	-0.06111	51.648542	0.023642	51.648542	0.023642	51.549969	Walthamstow, London	Walthamstow	732258000551989252	en	12914	London. Software engineer at Just Eat, Dota 2 player and amateur world traveller.	517		Hawaii	Kristian Brimble	156	kristianbrimble	London, UK	Point	-0.1276473	51.5073219	756	true	28212119	20
und	@ThatManMatt 🙄	Mon May 16 18:05:04 +0000 2016				1463421904042	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/2a3f152d1ac5044a.json	United Kingdom	city	Polygon	-0.104501	51.518605	-0.104501	51.576684	-0.015834	51.576684	-0.015834	51.518605	Hackney, London	Hackney	732270656268697600	en	41021	Love the earth. Love people. Save the whales and the bees. In my head I'm a #Jedi. Not to be left unsupervised. Reserved by @cornwalltrainer	1785		London	Matthew is #fyoo	3356	fyooE5	London	Point	-0.1276473	51.5073219	57606	true	553017988	38
und	Nivelazo y marca Espanya. Bueno, marca Estat Espanyol https://t.co/DPxxvRxo9q	Mon May 16 18:39:29 +0000 2016				1463423969626	3.45	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json	United Kingdom	city	Polygon	-0.228589	51.477225	-0.228589	51.530348	-0.149791	51.530348	-0.149791	51.477225	Kensington, London	Kensington	732279319955972096	en	41235	Zionist, Libertarian	1829	http://oneworldcorrespondence.blogspot.com/	Athens	Eppur si muove	1647	Malachbenmalach	London, Madrid	Point	-0.2394466	51.4789205	17741	true	360166999	50
it	@Alindbt @santiquero spoiler ≠ reacció\nA que no he fet spoiler?	Mon May 16 18:40:49 +0000 2016				1463424049728	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json	United Kingdom	city	Polygon	-0.15191	51.410792	-0.15191	51.509887	-0.078902	51.509887	-0.078902	51.410792	Lambeth, London	Lambeth	732279655928086528	en	5450	Interactive Design & Computing MSc student @UniWestminster, TV addict and (new) Londoner. || \n\nUI/UX Design & Interaction Design. Let's talk!!	303	http://nuriaquero.com	Greenland	Núria Quero	225	NuriaQueroB	London, England	Point	-0.1276473	51.5073219	1347	true	99333282	7
und	@ThatManMatt 🤔	Mon May 16 19:01:33 +0000 2016				1463425293128	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/2a3f152d1ac5044a.json	United Kingdom	city	Polygon	-0.104501	51.518605	-0.104501	51.576684	-0.015834	51.576684	-0.015834	51.518605	Hackney, London	Hackney	732284871125704705	en	41022	Love the earth. Love people. Save the whales and the bees. In my head I'm a #Jedi. Not to be left unsupervised. Reserved by @cornwalltrainer	1785		London	Matthew is #fyoo	3356	fyooE5	London	Point	-0.1276473	51.5073219	57607	true	553017988	38
eu	@Darrenthemackem Hi Darren X	Mon May 16 21:36:25 +0000 2016				1463434585439	0.01	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	GB	https://api.twitter.com/1.1/geo/id/3eb2c704fe8a50cb.json	United Kingdom	city	Polygon	-0.112442	51.5068	-0.112442	51.522161	-0.073379	51.522161	-0.073379	51.5068	City of London, London	City of London	732323845902880768	en	49648	Actress, any enquiries for work/photos/fan mail address please go to https://t.co/bCI77Jgjqo and facebook https://t.co/XhPfSkW6AW my PA is @SallythomsettPA	371	http://www.sallythomsett.weebly.com	London	Sally Thomsett	5162	sallythomsett	London	Point	-0.1276473	51.5073219	4849	true	19437123	99
und	@SGRCBN @DrSteveneu	Mon May 16 22:02:38 +0000 2016				1463436158596	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/537b8c5518197832.json	United Kingdom	city	Polygon	-0.18576	51.604519	-0.18576	51.686032	-0.012567	51.686032	-0.012567	51.604519	Enfield, London	Enfield	732330444201558017	en	66		317			Sukru yildiz	99	Deretopali	United Kingdom	Point	-3.2765752	54.7023545	139	true	180910424	0
und	@mark_amelie Moltes gràcies!!!! 😁	Mon May 16 22:23:11 +0000 2016				1463437391528	9.14	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1a4f7738a44c2531.json	United Kingdom	city	Polygon	-0.297251	51.685439	-0.297251	51.700991	-0.272637	51.700991	-0.272637	51.685439	Shenley, East	Shenley	732335615493210113	es	4134	@Arsenalladies football player and Spanish women's national team @sefutbol . Member of @EFMLanzarote school. @Nike_Spain athlete | Futura professora, UAB	1099	http://www.facebook.com/marta.correderarueda	Athens	Marta Corredera	13983	Corredera7	"Terrassa, Catalunya "	Point	2.0088747	41.563211	10341	true	207417715	211
und	@redbullcat yep :)	Mon May 16 23:07:43 +0000 2016				1463440063423	6.14	"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>"	GB	https://api.twitter.com/1.1/geo/id/038247c1b5bb34c9.json	United Kingdom	city	Polygon	-0.033551	51.436221	-0.033551	51.506788	0.06353	51.506788	0.06353	51.436221	Greenwich, London	Greenwich	732346822233096193	en	23414	I build things, for myself and others. Summarise, Raise Emoji, now working on TwIM. I also do a podcast @mumblyhour.	335	http://ProjectDent.com	London	Andrew Hart	760	AndrewProjDent	London, England	Point	-0.1276473	51.5073219	4162	true	14135976	44
und	@___tessabrklyn 😂😂😂😂😭😭😂😂😂😂😂😂😂	Tue May 17 07:37:49 +0000 2016				1463470669738	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/1eccff5b77dbb122.json	United Kingdom	city	Polygon	0.045148	51.423888	0.045148	51.512916	0.133501	51.512916	0.133501	51.423888	Eltham, London	Eltham	732475194422370304	en	10623	Currently under construction	433			justice	603	AnneHarlem		Point	0	0	3182	true	621737092	0
pt	@fyguinhas força, n me afeta	Tue May 17 10:51:19 +0000 2016				1463482279126	9.14	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/4f060a213b552e5f.json	United Kingdom	city	Polygon	-0.403988	51.55309	-0.403988	51.638576	-0.270137	51.638576	-0.270137	51.55309	Harrow, London	Harrow	732523887725010945	pt	128783	Provavelmente por aí a escrever fotografia. ⌛\n\nAbeiruh ✈ London.	392	http://redtube.com	Casablanca	blue	1919	anonymousisblue	"a bianca é a melhor "	Point	0	0	120926	true	1475648671	13
und	No ha pogut ser però ho has fet fantàstic!! 👍🏻💪🏻👏🏻🏊🏼🇬🇧😘 @crivi95… https://t.co/Xqt9pGOkTn	Tue May 17 11:30:44 +0000 2016	Point	-0.0106	51.5402	1463484644395	7.82	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	GB	https://api.twitter.com/1.1/geo/id/695b360b8171c433.json	United Kingdom	city	Polygon	-0.019481	51.525469	-0.019481	51.564174	0.069473	51.564174	0.069473	51.525469	Stratford, London	Stratford	732533808382152704	es	1289	Enjoy the little things in life ツ	117		Madrid	Neus González	132	neuusss	Farum	Point	12.370791	55.813039	1414	true	342808038	3
es	esparro	Tue May 17 11:43:59 +0000 2016				1463485439677	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/65b23b0045f450f6.json	United Kingdom	city	Polygon	-0.322917	51.34286	-0.322917	51.437266	-0.234011	51.437266	-0.234011	51.34286	Kingston upon Thames, London	Kingston upon Thames	732537144036732928	pt	23060	Snap: mimi1303 ... Insta: emilylfl ...	446		Brasilia	Emily	460	ELinghorn	London, England	Point	-0.1276473	51.5073219	22599	true	1378197614	1
tl	Salut Babtou lugubre	Tue May 17 11:44:56 +0000 2016				1463485496210	3.41	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/56c45474148ca4da.json	United Kingdom	city	Polygon	-0.21607	51.509879	-0.21607	51.539792	-0.13016	51.539792	-0.13016	51.509879	Paddington, London	Paddington	732537381153349632	fr	39871	J'donne des leçons en remettant mon monocle comme Samuel Eto'o. #TeamOM	108			Lil Raph	786	R_Hardwell	Poitiers / La Jonquera	Point	-0.8876647	41.6345162	8026	true	736925767	13
en	@NaixelXO loool Ikr 😢😢	Tue May 17 11:54:04 +0000 2016				1463486044636	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/460c5314e8a33c64.json	United Kingdom	city	Polygon	-0.259465	51.417277	-0.259465	51.486036	-0.127974	51.486036	-0.127974	51.417277	Wandsworth, London	Wandsworth	732539681418686464	en	17174	IG VanillaChass	813		Amsterdam	♡	1027	VanillaChass		Point	0	0	1563	true	1296929137	1
und	L'anunci d BBC q tanca web d receptes d cuina (hi ha 11000) provoca allau d + d 60000 peticions per envitar-ho n menys d 5 hores @ARA_media	Tue May 17 12:32:03 +0000 2016				1463488323165	7.53	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/26b0db32cfda0432.json	United Kingdom	city	Polygon	-0.06111	51.549969	-0.06111	51.648542	0.023642	51.648542	0.023642	51.549969	Walthamstow, London	Walthamstow	732549238262009856	en	4324	Periodista d l'ARA, novel.lista, autor d'El avion de madera (Candaya), La noia d'Aberdeen (RBA) i En busca del señor Kaplan     RT not endorsement	1221	https://londonbcn.wordpress.com/2015/11/30/les-ficcions-del-proces-una-provocacio/		Quim Aranda	514	ArandaQuim	Londres	Point	-0.1277583	51.5073509	205	true	2319739146	20
und	@AdaColau haguesis pogut portar a @jaumecollboni no? #foralamafia	Tue May 17 12:38:16 +0000 2016				1463488696775	4.95	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/01fac15539ff6509.json	United Kingdom	city	Polygon	-0.236912	51.088048	-0.236912	51.167405	-0.136753	51.167405	-0.136753	51.088048	Crawley, South East	Crawley	732550805295902720	es	1639	Pirineista, melòman i químic | Postdoctoral researcher at Imperial College of London	1199	http://www.researchgate.net/profile/Xavier_Companyo	Pacific Time (US & Canada)	Xåvier Companyó	280	xaviercompanyo	Poblenou, PPCC | London, UK	Point	-0.1277583	51.5073509	817	true	235751756	7
und	@HQUESTED @joesquire96 😂😂😂😂😂😂😂😂	Tue May 17 15:41:22 +0000 2016				1463499682887	0.01	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5f73d127c7ccf9d9.json	United Kingdom	city	Polygon	-0.161749	51.294332	-0.161749	51.42353	-0.023517	51.42353	-0.023517	51.294332	Croydon, London	Croydon	732596884389408768	en-gb	75102	Love Honour Obey | Free the real⏳	595	https://soundcloud.com/iffyrozay/iffy-rozay-meezy-in-the-corner	London	☔️	1770	IffyRozay	"Croydon "	Point	-0.098234	51.376165	14677	true	2147716231	10
es	@AyeSalice no llego! Le tenia ganas a ir a chelsea o a algun partidito del arsenal.	Tue May 17 16:36:31 +0000 2016				1463502991798	4.29	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	GB	https://api.twitter.com/1.1/geo/id/5de8cffc145c486b.json	United Kingdom	city	Polygon	-0.213503	51.512805	-0.213503	51.572068	-0.105303	51.572068	-0.105303	51.512805	Camden Town, London	Camden Town	732610762968072193	es	10575	Matias pero con H para darle originalidad, enamorado de Racing Club de Avellaneda. Intento de Tenista , Intento de Modelo. Leonino. Todo un tema.	389	https://instagram.com/mathigawroch/	Buenos Aires	Mathi Gawroch	186	MathiGawroch		Point	0	0	1724	true	250303449	4
und	"#erc2016"	Tue May 17 16:54:21 +0000 2016				1463504061093	0.01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	GB	https://api.twitter.com/1.1/geo/id/3bc1b6cfd27ef7f6.json	United Kingdom	admin	Polygon	-0.74578	51.448222	-0.74578	52.992679	1.768936	52.992679	1.768936	51.448222	East, England	East	732615247916355584	en	1182	Rugby is the sport. Saracens fan 2015 Premiership Champions, 2016 European Champions!!!. West Ham United as well COYI!	391			Charles Heppell	147	charliehepps	Antonio's bum hole	Point	0	0	18	true	628778258	0
